Time Step,flow-time,Tw,Tavg,Tfilm,,k(Tf),rho(Tf),beta(Tf),mu(Tf),cp(Tf),h(Tf),soc(Tf),nu(Tf),ra(Tf),k,rho,beta,mu,cp,h,soc,nu,ra
0.0,0.0,640,599.9999996508517,619.9999998254259,,0.18100407196431118,1663.9200001089343,0.00043188562195406726,0.41578158066370136,1120.3654666126997,0.0,-8.728707712180039e-09,0.0,447042.4137017933,0.1810262866313656,1663.9200001089343,0.0003750250621901237,0.45953465205399446,1144.9044908116186,0.0,-8.728707712180039e-09,0.0,358875.24530531594
1.0,5e-05,640,600.0000658191275,620.0000329095637,,0.18100407872782737,1663.9199794644323,0.0004318855589511388,0.41578131146771086,1120.3654859104925,9789.710794670831,1.6454781871289014e-06,2163.423247360397,447041.8783252386,0.18102629332138662,1663.9199794644326,0.0003750250668200263,0.45953374479102893,1144.9045235745398,4894.855397335416,1.6454781871289014e-06,1081.578881725273,358875.35271427385
2.0,0.0001,640,600.0001319177627,620.0000659588814,,0.1810040854842255,1663.9199588416582,0.0004318854960145194,0.41578104255504245,1120.3655051879834,9772.57614168924,3.2979440675262595e-06,2159.6365884328993,447041.3435117547,0.18102630000436692,1663.9199588416582,0.0003750250714450574,0.4595328384865879,1144.9045563029767,4886.28807084462,3.2979440675262595e-06,1079.685785043775,358875.46000778273
3.0,0.0001973427067431413,640,600.0002603409574,620.0001301704788,,0.18100409861124844,1663.9199187736215,0.0004318853737348125,0.41578052008398236,1120.3655426422895,9739.383555161305,6.508523935622179e-06,2152.3012196710674,447040.30442022684,0.18102631298874666,1663.9199187736217,0.0003750250804310332,0.4595310776359785,1144.904619891128,4869.691777580639,6.508523935622179e-06,1076.0185515977134,358875.66846171604
4.0,0.000384887972805025,640,600.0005068047759,620.0002534023879,,0.18100412380402378,1663.9198418769101,0.00043188513906129044,0.4157795173818416,1120.3656145229372,9676.043161102736,1.2670119397739655e-05,2138.3033618790146,447038.31023988785,0.18102633790776906,1663.91984187691,0.0003750250976765016,0.45952769833202733,1144.9047419265253,4838.021580551382,1.2670119397739655e-05,1069.0204831998094,358876.0684913885
5.0,0.0007303678398681472,640,600.000957594842,620.000478797421,,0.1810041698824144,1663.9197012304094,0.0004318847098360463,0.41577768340812626,1120.3657459951967,9561.39312101594,2.3939871050515647e-05,2112.966375797265,447034.6628069951,0.1810263834854613,1663.9197012304091,0.0003750251292189866,0.45952151761022086,1144.904965133022,4780.69656050797,2.3939871050515647e-05,1056.3535476897864,358876.8000717427
6.0,0.001340653781481946,640,600.001744076554,620.0008720382771,,0.18100425027422545,1663.9194558481154,0.00043188396097791875,0.41577448372185183,1120.3659753723482,9364.990894425586,4.360191385046619e-05,2069.562649548266,447028.29918100726,0.18102646300373035,1663.9194558481154,0.00037502518425039556,0.4595107346719515,1144.9053545553531,4682.495447212779,4.360191385046619e-05,1034.6543526326952,358878.0761733112
7.0,0.002366301653956055,640,600.003039107929,620.0015195539645,,0.181004382648576,1663.9190517983263,0.0004318827278980448,0.41576921507535775,1120.3663530703948,9051.284544094638,7.597769822496048e-05,2000.235444390959,447017.8206251796,0.18102659393973244,1663.9190517983266,0.0003750252748659056,0.4594929804665686,1144.9059957827346,4525.642272047319,7.597769822496048e-05,999.9950114631226,358880.17667764693
8.0,0.003981509065518554,640,600.005016055381,620.0025080276905,,0.1810045847266793,1663.9184349907214,0.00043188084552348444,0.41576117215264236,1120.3669296564947,8594.518350006787,0.0001254013845255031,1899.2929627688025,447001.8241491287,0.1810267938221954,1663.9184349907214,0.0003750254131963236,0.45946588024919477,1144.9069746553516,4297.2591750033935,0.0001254013845255031,949.5299749326972,358883.38145034167
9.0,0.00631041109144216,640,600.0077469768651,620.0038734884325,,0.18100486387445933,1663.9175829432183,0.0004318782452433795,0.41575006179641333,1120.367726154818,8004.597780511869,0.00019367442162661065,1768.9243502458955,446979.7263004109,0.1810270699371338,1663.9175829432181,0.00037502560428381355,0.4594284498427585,1144.908326850081,4002.2988902559346,0.00019367442162661065,884.3536807276024,358887.80492884666
