Time Step,flow-time,Tw,Tavg,Tfilm,,k(Tf),rho(Tf),beta(Tf),mu(Tf),cp(Tf),h(Tf),soc(Tf),nu(Tf),ra(Tf),k,rho,beta,mu,cp,h,soc,nu,ra
0.0,0.0,540,459.9999997323188,499.99999986615944,,0.15887119997799026,1738.8000000835168,0.00035054799998351216,30.971250106403225,1103.2438461430693,0.0,-3.3460146653396806e-09,0.0,11935.849359127544,0.15867046771519439,1738.8395570415878,0.0003558180571159172,28.78676443707561,1099.4543231454913,0.0,-3.3460146653396806e-09,0.0,13006.91230205817
1.0,5e-05,540,460.0001026779256,500.0000513389628,,0.1588712084425594,1738.7999679644875,0.00035054800632445626,30.97120918552455,1103.2438251542512,8241.207258412103,1.283474070135071e-06,2074.9404097072124,11935.848682058575,0.15867048029954708,1738.8395232235978,0.00035581823060469136,28.786763398339307,1099.4542558789472,4120.603629206052,1.283474070135071e-06,1038.7826699527081,13006.90004239616
2.0,0.0001,540,460.0002055934933,500.00010279674666,,0.15887121690465947,1738.7999358548302,0.00035054801266355017,30.971168276586386,1103.2438041716005,8232.108008858719,2.569918666495141e-06,2072.6493242130587,11935.848005188707,0.15867049288020407,1738.8394894154178,0.00035581840404198535,28.786762359657352,1099.4541886325067,4116.054004429359,2.569918666495141e-06,1037.6356510184844,13006.887786386207
3.0,0.00015,540,460.0003084787343,500.00015423936713,,0.15887122536426687,1738.7999037546351,0.00035054801900077606,30.97112737970311,1103.2437831951765,8223.01905600387,3.855984179068628e-06,2070.3608314595103,11935.847328519814,0.15867050545713055,1738.8394556171625,0.0003558185774273521,28.78676132103286,1099.4541214063574,4111.509528001938,3.855984179068628e-06,1036.4899301622966,13006.875534064122
4.0,0.00025,540,460.0005141016345,500.00025705081725,,0.15887124227134958,1738.7998396002902,0.0003505480316661375,30.971045644600263,1103.2437412725478,8204.888559259694,6.4262704313478025e-06,2065.7957832911948,11935.845976157278,0.15867053059287262,1738.8393880690126,0.00035581892394701583,28.786759244528895,1099.4539870519143,4102.444279629847,6.4262704313478025e-06,1034.204464887351,13006.851047227094
5.0,0.0004398705731274087,540,460.0009039848988,500.00045199244937,,0.15887127432901715,1738.799717956712,0.00035054805568103303,30.97089066600273,1103.2436617831845,8170.633341902402,1.1299811234977141e-05,2057.1707192280187,11935.843411948365,0.15867057825270348,1738.8392599900735,0.00035581958097696706,28.786755304526643,1099.4537323065667,4085.3166709512043,1.1299811234977141e-05,1029.8863761484017,13006.804618379028
6.0,0.0007695835695632932,540,460.0015794013044,500.0007897006522,,0.15887132986432295,1738.7995072267931,0.0003505480972833687,30.970622187981476,1103.2435240808275,8111.650323957704,1.9742516305143453e-05,2042.3194873197326,11935.83896987904,0.1586706608156789,1738.8390381106049,0.00035582071915919955,28.7867484705939,1099.4532910132234,4055.825161978852,1.9742516305143453e-05,1022.4511932146889,13006.724189728502
7.0,0.00134464221036872,540,460.0027522938447,500.0013761469223,,0.15887142630409892,1738.7991412843207,0.00035054816952779263,30.97015596319673,1103.2432849586169,8010.29206756656,3.440367305884706e-05,2016.7986790107625,11935.83125617219,0.1586708041878013,1738.8386528027675,0.0003558226955842541,28.786736577691542,1099.4525247351237,4005.1460337832827,3.440367305884706e-05,1009.6743516955594,13006.584529450969
8.0,0.002347041409279424,540,460.0047804736623,500.00239023683116,,0.15887159306918414,1738.7985084922175,0.00035054829445371516,30.969349761719208,1103.2428714789462,7838.146231725497,5.9755920779025475e-05,1973.4544307898275,11935.81791800727,0.1586710521014338,1738.8379865130344,0.0003558261129959039,28.78671593610637,1099.4511998236217,3919.0731158627486,5.9755920779025475e-05,987.9743189343444,13006.343050828786
9.0,0.004138426219328087,540,460.0083496396368,500.0041748198184,,0.15887188654116846,1738.7973949124334,0.0003505485142968218,30.967931018244364,1103.2421438834706,7544.592662180304,0.00010437049545970467,1899.5412785572414,11935.794447112221,0.15867148835477596,1738.8368139512063,0.00035583212615741735,28.78667937668906,1099.4488687091623,3772.296331090152,0.00010437049545970467,950.9701762311872,13005.918172339538
